t,VRef,Ec,Vs,IFD,VT,VUEL,VOEL,EFD
7.6,1,1,0,0,1,-5,5,1.39052
7.605,1,1,0,0,1,-5,5,1.39033
7.61,1,1,0,0,1,-5,5,1.39013
7.615,1,1,0,0,1,-5,5,1.38994
7.62,1,1,0,0,1,-5,5,1.38974
7.625,1,1,0,0,1,-5,5,1.38955
7.63,1,1,0,0,1,-5,5,1.38935
7.635,1,1,0,0,1,-5,5,1.38916
7.64,1,1,0,0,1,-5,5,1.38896
7.645,1,1,0,0,1,-5,5,1.38877
7.65,1,1,0,0,1,-5,5,1.38857
7.655,1,1,0,0,1,-5,5,1.38838
7.66,1,1,0,0,1,-5,5,1.38819
7.665,1,1,0,0,1,-5,5,1.38799
7.67,1,1,0,0,1,-5,5,1.3878
7.675,1,1,0,0,1,-5,5,1.3876
7.68,1,1,0,0,1,-5,5,1.38741
7.685,1,1,0,0,1,-5,5,1.38722
7.69,1,1,0,0,1,-5,5,1.38702
7.695,1,1,0,0,1,-5,5,1.38683
7.7,1,1,0,0,1,-5,5,1.38664
7.705,1,1,0,0,1,-5,5,1.38644
7.71,1,1,0,0,1,-5,5,1.38625
7.715,1,1,0,0,1,-5,5,1.38606
7.72,1,1,0,0,1,-5,5,1.38586
7.725,1,1,0,0,1,-5,5,1.38567
7.73,1,1,0,0,1,-5,5,1.38548
7.735,1,1,0,0,1,-5,5,1.38529
7.74,1,1,0,0,1,-5,5,1.38509
7.745,1,1,0,0,1,-5,5,1.3849
7.75,1,1,0,0,1,-5,5,1.38471
7.755,1,1,0,0,1,-5,5,1.38452
7.76,1,1,0,0,1,-5,5,1.38432
7.765,1,1,0,0,1,-5,5,1.38413
7.77,1,1,0,0,1,-5,5,1.38394
7.775,1,1,0,0,1,-5,5,1.38375
7.78,1,1,0,0,1,-5,5,1.38356
7.785,1,1,0,0,1,-5,5,1.38336
7.79,1,1,0,0,1,-5,5,1.38317
7.795,1,1,0,0,1,-5,5,1.38298
7.8,1,1,0,0,1,-5,5,1.38279
7.805,1,1,0,0,1,-5,5,1.3826
7.81,1,1,0,0,1,-5,5,1.38241
7.815,1,1,0,0,1,-5,5,1.38222
7.82,1,1,0,0,1,-5,5,1.38202
7.825,1,1,0,0,1,-5,5,1.38183
7.83,1,1,0,0,1,-5,5,1.38164
7.835,1,1,0,0,1,-5,5,1.38145
7.84,1,1,0,0,1,-5,5,1.38126
7.845,1,1,0,0,1,-5,5,1.38107
7.85,1,1,0,0,1,-5,5,1.38088
7.855,1,1,0,0,1,-5,5,1.38069
7.86,1,1,0,0,1,-5,5,1.3805
7.865,1,1,0,0,1,-5,5,1.38031
7.87,1,1,0,0,1,-5,5,1.38012
7.875,1,1,0,0,1,-5,5,1.37993
7.88,1,1,0,0,1,-5,5,1.37974
7.885,1,1,0,0,1,-5,5,1.37955
7.89,1,1,0,0,1,-5,5,1.37936
7.895,1,1,0,0,1,-5,5,1.37917
7.9,1,1,0,0,1,-5,5,1.37898
7.905,1,1,0,0,1,-5,5,1.37879
7.91,1,1,0,0,1,-5,5,1.3786
7.915,1,1,0,0,1,-5,5,1.37841
7.92,1,1,0,0,1,-5,5,1.37822
7.925,1,1,0,0,1,-5,5,1.37803
7.93,1,1,0,0,1,-5,5,1.37785
7.935,1,1,0,0,1,-5,5,1.37766
7.94,1,1,0,0,1,-5,5,1.37747
7.945,1,1,0,0,1,-5,5,1.37728
7.95,1,1,0,0,1,-5,5,1.37709
7.955,1,1,0,0,1,-5,5,1.3769
7.96,1,1,0,0,1,-5,5,1.37671
7.965,1,1,0,0,1,-5,5,1.37653
7.97,1,1,0,0,1,-5,5,1.37634
7.975,1,1,0,0,1,-5,5,1.37615
7.98,1,1,0,0,1,-5,5,1.37596
7.985,1,1,0,0,1,-5,5,1.37577
7.99,1,1,0,0,1,-5,5,1.37558
7.995,1,1,0,0,1,-5,5,1.3754
8,1,1,0,0,1,-5,5,1.37521
8.005,1,1,0,0,1,-5,5,1.37502
8.01,1,1,0,0,1,-5,5,1.37483
8.015,1,1,0,0,1,-5,5,1.37465
8.02,1,1,0,0,1,-5,5,1.37446
8.025,1,1,0,0,1,-5,5,1.37427
8.03,1,1,0,0,1,-5,5,1.37409
8.035,1,1,0,0,1,-5,5,1.3739
8.04,1,1,0,0,1,-5,5,1.37371
8.045,1,1,0,0,1,-5,5,1.37352
8.05,1,1,0,0,1,-5,5,1.37334
8.055,1,1,0,0,1,-5,5,1.37315
8.06,1,1,0,0,1,-5,5,1.37297
8.065,1,1,0,0,1,-5,5,1.37278
8.07,1,1,0,0,1,-5,5,1.37259
8.075,1,1,0,0,1,-5,5,1.37241
8.08,1,1,0,0,1,-5,5,1.37222
8.085,1,1,0,0,1,-5,5,1.37203
8.09,1,1,0,0,1,-5,5,1.37185
8.095,1,1,0,0,1,-5,5,1.37166
8.1,1,1,0,0,1,-5,5,1.37148
8.105,1,1,0,0,1,-5,5,1.37129
8.11,1,1,0,0,1,-5,5,1.3711
8.115,1,1,0,0,1,-5,5,1.37092
8.12,1,1,0,0,1,-5,5,1.37073
8.125,1,1,0,0,1,-5,5,1.37055
8.13,1,1,0,0,1,-5,5,1.37036
8.135,1,1,0,0,1,-5,5,1.37018
8.14,1,1,0,0,1,-5,5,1.36999
8.145,1,1,0,0,1,-5,5,1.36981
8.15,1,1,0,0,1,-5,5,1.36962
8.155,1,1,0,0,1,-5,5,1.36944
8.16,1,1,0,0,1,-5,5,1.36925
8.165,1,1,0,0,1,-5,5,1.36907
8.17,1,1,0,0,1,-5,5,1.36888
8.175,1,1,0,0,1,-5,5,1.3687
8.18,1,1,0,0,1,-5,5,1.36852
8.185,1,1,0,0,1,-5,5,1.36833
8.19,1,1,0,0,1,-5,5,1.36815
8.195,1,1,0,0,1,-5,5,1.36796
8.2,1,1,0,0,1,-5,5,1.36778
8.205,1,1,0,0,1,-5,5,1.3676
8.21,1,1,0,0,1,-5,5,1.36741
8.215,1,1,0,0,1,-5,5,1.36723
8.22,1,1,0,0,1,-5,5,1.36705
8.225,1,1,0,0,1,-5,5,1.36686
8.23,1,1,0,0,1,-5,5,1.36668
8.235,1,1,0,0,1,-5,5,1.36649
8.24,1,1,0,0,1,-5,5,1.36631
8.245,1,1,0,0,1,-5,5,1.36613
8.25,1,1,0,0,1,-5,5,1.36595
8.255,1,1,0,0,1,-5,5,1.36576
8.26,1,1,0,0,1,-5,5,1.36558
8.265,1,1,0,0,1,-5,5,1.3654
8.27,1,1,0,0,1,-5,5,1.36521
8.275,1,1,0,0,1,-5,5,1.36503
8.28,1,1,0,0,1,-5,5,1.36485
8.285,1,1,0,0,1,-5,5,1.36467
8.29,1,1,0,0,1,-5,5,1.36448
8.295,1,1,0,0,1,-5,5,1.3643
8.3,1,1,0,0,1,-5,5,1.36412
8.305,1,1,0,0,1,-5,5,1.36394
8.31,1,1,0,0,1,-5,5,1.36376
8.315,1,1,0,0,1,-5,5,1.36357
8.32,1,1,0,0,1,-5,5,1.36339
8.325,1,1,0,0,1,-5,5,1.36321
8.33,1,1,0,0,1,-5,5,1.36303
8.335,1,1,0,0,1,-5,5,1.36285
8.34,1,1,0,0,1,-5,5,1.36267
8.345,1,1,0,0,1,-5,5,1.36249
8.35,1,1,0,0,1,-5,5,1.3623
8.355,1,1,0,0,1,-5,5,1.36212
8.36,1,1,0,0,1,-5,5,1.36194
8.365,1,1,0,0,1,-5,5,1.36176
8.37,1,1,0,0,1,-5,5,1.36158
8.375,1,1,0,0,1,-5,5,1.3614
8.38,1,1,0,0,1,-5,5,1.36122
8.385,1,1,0,0,1,-5,5,1.36104
8.39,1,1,0,0,1,-5,5,1.36086
8.395,1,1,0,0,1,-5,5,1.36068
8.4,1,1,0,0,1,-5,5,1.3605
8.405,1,1,0,0,1,-5,5,1.36032
8.41,1,1,0,0,1,-5,5,1.36014
8.415,1,1,0,0,1,-5,5,1.35996
8.42,1,1,0,0,1,-5,5,1.35978
8.425,1,1,0,0,1,-5,5,1.3596
8.43,1,1,0,0,1,-5,5,1.35942
8.435,1,1,0,0,1,-5,5,1.35924
8.44,1,1,0,0,1,-5,5,1.35906
8.445,1,1,0,0,1,-5,5,1.35888
8.45,1,1,0,0,1,-5,5,1.3587
8.455,1,1,0,0,1,-5,5,1.35852
8.46,1,1,0,0,1,-5,5,1.35834
8.465,1,1,0,0,1,-5,5,1.35816
8.47,1,1,0,0,1,-5,5,1.35798
8.475,1,1,0,0,1,-5,5,1.3578
8.48,1,1,0,0,1,-5,5,1.35762
8.485,1,1,0,0,1,-5,5,1.35745
8.49,1,1,0,0,1,-5,5,1.35727
8.495,1,1,0,0,1,-5,5,1.35709
8.5,1,1,0,0,1,-5,5,1.35691
8.505,1,1,0,0,1,-5,5,1.35673
8.51,1,1,0,0,1,-5,5,1.35655
8.515,1,1,0,0,1,-5,5,1.35638
8.52,1,1,0,0,1,-5,5,1.3562
8.525,1,1,0,0,1,-5,5,1.35602
8.53,1,1,0,0,1,-5,5,1.35584
8.535,1,1,0,0,1,-5,5,1.35566
8.54,1,1,0,0,1,-5,5,1.35549
8.545,1,1,0,0,1,-5,5,1.35531
8.55,1,1,0,0,1,-5,5,1.35513
8.555,1,1,0,0,1,-5,5,1.35495
8.56,1,1,0,0,1,-5,5,1.35478
8.565,1,1,0,0,1,-5,5,1.3546
8.57,1,1,0,0,1,-5,5,1.35442
8.575,1,1,0,0,1,-5,5,1.35424
8.58,1,1,0,0,1,-5,5,1.35407
8.585,1,1,0,0,1,-5,5,1.35389
8.59,1,1,0,0,1,-5,5,1.35371
8.595,1,1,0,0,1,-5,5,1.35354
8.6,1,1,0,0,1,-5,5,1.35336
8.605,1,1,0,0,1,-5,5,1.35318
8.61,1,1,0,0,1,-5,5,1.35301
8.615,1,1,0,0,1,-5,5,1.35283
8.62,1,1,0,0,1,-5,5,1.35265
8.625,1,1,0,0,1,-5,5,1.35248
8.63,1,1,0,0,1,-5,5,1.3523
8.635,1,1,0,0,1,-5,5,1.35212
8.64,1,1,0,0,1,-5,5,1.35195
8.645,1,1,0,0,1,-5,5,1.35177
8.65,1,1,0,0,1,-5,5,1.3516
8.655,1,1,0,0,1,-5,5,1.35142
8.66,1,1,0,0,1,-5,5,1.35125
8.665,1,1,0,0,1,-5,5,1.35107
8.67,1,1,0,0,1,-5,5,1.35089
8.675,1,1,0,0,1,-5,5,1.35072
8.68,1,1,0,0,1,-5,5,1.35054
8.685,1,1,0,0,1,-5,5,1.35037
8.69,1,1,0,0,1,-5,5,1.35019
8.695,1,1,0,0,1,-5,5,1.35002
8.7,1,1,0,0,1,-5,5,1.34984
8.705,1,1,0,0,1,-5,5,1.34967
8.71,1,1,0,0,1,-5,5,1.34949
8.715,1,1,0,0,1,-5,5,1.34932
8.72,1,1,0,0,1,-5,5,1.34914
8.725,1,1,0,0,1,-5,5,1.34897
8.73,1,1,0,0,1,-5,5,1.3488
8.735,1,1,0,0,1,-5,5,1.34862
8.74,1,1,0,0,1,-5,5,1.34845
8.745,1,1,0,0,1,-5,5,1.34827
8.75,1,1,0,0,1,-5,5,1.3481
8.755,1,1,0,0,1,-5,5,1.34792
8.76,1,1,0,0,1,-5,5,1.34775
8.765,1,1,0,0,1,-5,5,1.34758
8.77,1,1,0,0,1,-5,5,1.3474
8.775,1,1,0,0,1,-5,5,1.34723
8.78,1,1,0,0,1,-5,5,1.34706
8.785,1,1,0,0,1,-5,5,1.34688
8.79,1,1,0,0,1,-5,5,1.34671
8.795,1,1,0,0,1,-5,5,1.34654
8.8,1,1,0,0,1,-5,5,1.34636
8.805,1,1,0,0,1,-5,5,1.34619
8.81,1,1,0,0,1,-5,5,1.34602
8.815,1,1,0,0,1,-5,5,1.34584
8.82,1,1,0,0,1,-5,5,1.34567
8.825,1,1,0,0,1,-5,5,1.3455
8.83,1,1,0,0,1,-5,5,1.34532
8.835,1,1,0,0,1,-5,5,1.34515
8.84,1,1,0,0,1,-5,5,1.34498
8.845,1,1,0,0,1,-5,5,1.34481
8.85,1,1,0,0,1,-5,5,1.34463
8.855,1,1,0,0,1,-5,5,1.34446
8.86,1,1,0,0,1,-5,5,1.34429
8.865,1,1,0,0,1,-5,5,1.34412
8.87,1,1,0,0,1,-5,5,1.34395
8.875,1,1,0,0,1,-5,5,1.34377
8.88,1,1,0,0,1,-5,5,1.3436
8.885,1,1,0,0,1,-5,5,1.34343
8.89,1,1,0,0,1,-5,5,1.34326
8.895,1,1,0,0,1,-5,5,1.34309
8.9,1,1,0,0,1,-5,5,1.34292
8.905,1,1,0,0,1,-5,5,1.34274
8.91,1,1,0,0,1,-5,5,1.34257
8.915,1,1,0,0,1,-5,5,1.3424
8.92,1,1,0,0,1,-5,5,1.34223
8.925,1,1,0,0,1,-5,5,1.34206
8.93,1,1,0,0,1,-5,5,1.34189
8.935,1,1,0,0,1,-5,5,1.34172
8.94,1,1,0,0,1,-5,5,1.34155
8.945,1,1,0,0,1,-5,5,1.34138
8.95,1,1,0,0,1,-5,5,1.34121
8.955,1,1,0,0,1,-5,5,1.34103
8.96,1,1,0,0,1,-5,5,1.34086
8.965,1,1,0,0,1,-5,5,1.34069
8.97,1,1,0,0,1,-5,5,1.34052
8.975,1,1,0,0,1,-5,5,1.34035
8.98,1,1,0,0,1,-5,5,1.34018
8.985,1,1,0,0,1,-5,5,1.34001
8.99,1,1,0,0,1,-5,5,1.33984
8.995,1,1,0,0,1,-5,5,1.33967
9,1,1,0,0,1,-5,5,1.3395
9.005,1,1,0,0,1,-5,5,1.33933
9.01,1,1,0,0,1,-5,5,1.33916
9.015,1,1,0,0,1,-5,5,1.33899
9.02,1,1,0,0,1,-5,5,1.33883
9.025,1,1,0,0,1,-5,5,1.33866
9.03,1,1,0,0,1,-5,5,1.33849
9.035,1,1,0,0,1,-5,5,1.33832
9.04,1,1,0,0,1,-5,5,1.33815
9.045,1,1,0,0,1,-5,5,1.33798
9.05,1,1,0,0,1,-5,5,1.33781
9.055,1,1,0,0,1,-5,5,1.33764
9.06,1,1,0,0,1,-5,5,1.33747
9.065,1,1,0,0,1,-5,5,1.3373
9.07,1,1,0,0,1,-5,5,1.33714
9.075,1,1,0,0,1,-5,5,1.33697
9.08,1,1,0,0,1,-5,5,1.3368
9.085,1,1,0,0,1,-5,5,1.33663
9.09,1,1,0,0,1,-5,5,1.33646
9.095,1,1,0,0,1,-5,5,1.33629
9.1,1,1,0,0,1,-5,5,1.33613
9.105,1,1,0,0,1,-5,5,1.33596
9.11,1,1,0,0,1,-5,5,1.33579
9.115,1,1,0,0,1,-5,5,1.33562
9.12,1,1,0,0,1,-5,5,1.33545
9.125,1,1,0,0,1,-5,5,1.33529
9.13,1,1,0,0,1,-5,5,1.33512
9.135,1,1,0,0,1,-5,5,1.33495
9.14,1,1,0,0,1,-5,5,1.33478
9.145,1,1,0,0,1,-5,5,1.33462
9.15,1,1,0,0,1,-5,5,1.33445
9.155,1,1,0,0,1,-5,5,1.33428
9.16,1,1,0,0,1,-5,5,1.33411
9.165,1,1,0,0,1,-5,5,1.33395
9.17,1,1,0,0,1,-5,5,1.33378
9.175,1,1,0,0,1,-5,5,1.33361
9.18,1,1,0,0,1,-5,5,1.33345
9.185,1,1,0,0,1,-5,5,1.33328
9.19,1,1,0,0,1,-5,5,1.33311
9.195,1,1,0,0,1,-5,5,1.33295
9.2,1,1,0,0,1,-5,5,1.33278
9.205,1,1,0,0,1,-5,5,1.33261
9.21,1,1,0,0,1,-5,5,1.33245
9.215,1,1,0,0,1,-5,5,1.33228
9.22,1,1,0,0,1,-5,5,1.33212
9.225,1,1,0,0,1,-5,5,1.33195
9.23,1,1,0,0,1,-5,5,1.33178
9.235,1,1,0,0,1,-5,5,1.33162
9.24,1,1,0,0,1,-5,5,1.33145
9.245,1,1,0,0,1,-5,5,1.33129
9.25,1,1,0,0,1,-5,5,1.33112
9.255,1,1,0,0,1,-5,5,1.33096
9.26,1,1,0,0,1,-5,5,1.33079
9.265,1,1,0,0,1,-5,5,1.33062
9.27,1,1,0,0,1,-5,5,1.33046
9.275,1,1,0,0,1,-5,5,1.33029
9.28,1,1,0,0,1,-5,5,1.33013
9.285,1,1,0,0,1,-5,5,1.32996
9.29,1,1,0,0,1,-5,5,1.3298
9.295,1,1,0,0,1,-5,5,1.32963
9.3,1,1,0,0,1,-5,5,1.32947
9.305,1,1,0,0,1,-5,5,1.32931
9.31,1,1,0,0,1,-5,5,1.32914
9.315,1,1,0,0,1,-5,5,1.32898
9.32,1,1,0,0,1,-5,5,1.32881
9.325,1,1,0,0,1,-5,5,1.32865
9.33,1,1,0,0,1,-5,5,1.32848
9.335,1,1,0,0,1,-5,5,1.32832
9.34,1,1,0,0,1,-5,5,1.32815
9.345,1,1,0,0,1,-5,5,1.32799
9.35,1,1,0,0,1,-5,5,1.32783
9.355,1,1,0,0,1,-5,5,1.32766
9.36,1,1,0,0,1,-5,5,1.3275
9.365,1,1,0,0,1,-5,5,1.32734
9.37,1,1,0,0,1,-5,5,1.32717
9.375,1,1,0,0,1,-5,5,1.32701
9.38,1,1,0,0,1,-5,5,1.32684
9.385,1,1,0,0,1,-5,5,1.32668
9.39,1,1,0,0,1,-5,5,1.32652
9.395,1,1,0,0,1,-5,5,1.32635
9.4,1,1,0,0,1,-5,5,1.32619
9.405,1,1,0,0,1,-5,5,1.32603
9.41,1,1,0,0,1,-5,5,1.32587
9.415,1,1,0,0,1,-5,5,1.3257
9.42,1,1,0,0,1,-5,5,1.32554
9.425,1,1,0,0,1,-5,5,1.32538
9.43,1,1,0,0,1,-5,5,1.32521
9.435,1,1,0,0,1,-5,5,1.32505
9.44,1,1,0,0,1,-5,5,1.32489
9.445,1,1,0,0,1,-5,5,1.32473
9.45,1,1,0,0,1,-5,5,1.32456
9.455,1,1,0,0,1,-5,5,1.3244
9.46,1,1,0,0,1,-5,5,1.32424
9.465,1,1,0,0,1,-5,5,1.32408
9.47,1,1,0,0,1,-5,5,1.32392
9.475,1,1,0,0,1,-5,5,1.32375
9.48,1,1,0,0,1,-5,5,1.32359
9.485,1,1,0,0,1,-5,5,1.32343
9.49,1,1,0,0,1,-5,5,1.32327
9.495,1,1,0,0,1,-5,5,1.32311
9.5,1,1,0,0,1,-5,5,1.32295
9.505,1,1,0,0,1,-5,5,1.32278
9.51,1,1,0,0,1,-5,5,1.32262
9.515,1,1,0,0,1,-5,5,1.32246
9.52,1,1,0,0,1,-5,5,1.3223
9.525,1,1,0,0,1,-5,5,1.32214
9.53,1,1,0,0,1,-5,5,1.32198
9.535,1,1,0,0,1,-5,5,1.32182
9.54,1,1,0,0,1,-5,5,1.32166
9.545,1,1,0,0,1,-5,5,1.3215
9.55,1,1,0,0,1,-5,5,1.32134
9.555,1,1,0,0,1,-5,5,1.32117
9.56,1,1,0,0,1,-5,5,1.32101
9.565,1,1,0,0,1,-5,5,1.32085
9.57,1,1,0,0,1,-5,5,1.32069
9.575,1,1,0,0,1,-5,5,1.32053
9.58,1,1,0,0,1,-5,5,1.32037
9.585,1,1,0,0,1,-5,5,1.32021
9.59,1,1,0,0,1,-5,5,1.32005
9.595,1,1,0,0,1,-5,5,1.31989
9.6,1,1,0,0,1,-5,5,1.31973
9.605,1,1,0,0,1,-5,5,1.31957
9.61,1,1,0,0,1,-5,5,1.31941
9.615,1,1,0,0,1,-5,5,1.31925
9.62,1,1,0,0,1,-5,5,1.31909
9.625,1,1,0,0,1,-5,5,1.31893
9.63,1,1,0,0,1,-5,5,1.31877
9.635,1,1,0,0,1,-5,5,1.31862
9.64,1,1,0,0,1,-5,5,1.31846
9.645,1,1,0,0,1,-5,5,1.3183
9.65,1,1,0,0,1,-5,5,1.31814
9.655,1,1,0,0,1,-5,5,1.31798
9.66,1,1,0,0,1,-5,5,1.31782
9.665,1,1,0,0,1,-5,5,1.31766
9.67,1,1,0,0,1,-5,5,1.3175
9.675,1,1,0,0,1,-5,5,1.31734
9.68,1,1,0,0,1,-5,5,1.31718
9.685,1,1,0,0,1,-5,5,1.31703
9.69,1,1,0,0,1,-5,5,1.31687
9.695,1,1,0,0,1,-5,5,1.31671
9.7,1,1,0,0,1,-5,5,1.31655
9.705,1,1,0,0,1,-5,5,1.31639
9.71,1,1,0,0,1,-5,5,1.31623
9.715,1,1,0,0,1,-5,5,1.31608
9.72,1,1,0,0,1,-5,5,1.31592
9.725,1,1,0,0,1,-5,5,1.31576
9.73,1,1,0,0,1,-5,5,1.3156
9.735,1,1,0,0,1,-5,5,1.31545
9.74,1,1,0,0,1,-5,5,1.31529
9.745,1,1,0,0,1,-5,5,1.31513
9.75,1,1,0,0,1,-5,5,1.31497
9.755,1,1,0,0,1,-5,5,1.31481
9.76,1,1,0,0,1,-5,5,1.31466
9.765,1,1,0,0,1,-5,5,1.3145
9.77,1,1,0,0,1,-5,5,1.31434
9.775,1,1,0,0,1,-5,5,1.31419
9.78,1,1,0,0,1,-5,5,1.31403
9.785,1,1,0,0,1,-5,5,1.31387
9.79,1,1,0,0,1,-5,5,1.31371
9.795,1,1,0,0,1,-5,5,1.31356
9.8,1,1,0,0,1,-5,5,1.3134
9.805,1,1,0,0,1,-5,5,1.31324
9.81,1,1,0,0,1,-5,5,1.31309
9.815,1,1,0,0,1,-5,5,1.31293
9.82,1,1,0,0,1,-5,5,1.31278
9.825,1,1,0,0,1,-5,5,1.31262
9.83,1,1,0,0,1,-5,5,1.31246
9.835,1,1,0,0,1,-5,5,1.31231
9.84,1,1,0,0,1,-5,5,1.31215
9.845,1,1,0,0,1,-5,5,1.31199
9.85,1,1,0,0,1,-5,5,1.31184
9.855,1,1,0,0,1,-5,5,1.31168
9.86,1,1,0,0,1,-5,5,1.31153
9.865,1,1,0,0,1,-5,5,1.31137
9.87,1,1,0,0,1,-5,5,1.31122
9.875,1,1,0,0,1,-5,5,1.31106
9.88,1,1,0,0,1,-5,5,1.3109
9.885,1,1,0,0,1,-5,5,1.31075
9.89,1,1,0,0,1,-5,5,1.31059
9.895,1,1,0,0,1,-5,5,1.31044
9.9,1,1,0,0,1,-5,5,1.31028
9.905,1,1,0,0,1,-5,5,1.31013
9.91,1,1,0,0,1,-5,5,1.30997
9.915,1,1,0,0,1,-5,5,1.30982
9.92,1,1,0,0,1,-5,5,1.30966
9.925,1,1,0,0,1,-5,5,1.30951
9.93,1,1,0,0,1,-5,5,1.30935
9.935,1,1,0,0,1,-5,5,1.3092
9.94,1,1,0,0,1,-5,5,1.30904
9.945,1,1,0,0,1,-5,5,1.30889
9.95,1,1,0,0,1,-5,5,1.30874
9.955,1,1,0,0,1,-5,5,1.30858
9.96,1,1,0,0,1,-5,5,1.30843
9.965,1,1,0,0,1,-5,5,1.30827
9.97,1,1,0,0,1,-5,5,1.30812
9.975,1,1,0,0,1,-5,5,1.30796
9.98,1,1,0,0,1,-5,5,1.30781
9.985,1,1,0,0,1,-5,5,1.30766
9.99,1,1,0,0,1,-5,5,1.3075
9.995,1,1,0,0,1,-5,5,1.30735
10,1,1,0,0,1,-5,5,1.3072
